stars,comment
1.0 out of 5 stars,"









  
  
    
  Box worked for one day then would not display anything to screen.  Had it looked at and said not worth fixing it.

  
"
4.0 out of 5 stars,"









  
  
    
  Awesome console and definitely the best on the market, only problem is its a 1TB console and I started it up only to find I had 783 GB remaining?

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived early. Looks very good. Frame rate is excellent. Backwards compatability works very well. Super nice.

  
"
1.0 out of 5 stars,"









  
  
    
  Worked well for a few months and then stopped turning on altogether. Must be why they discontinued these units.

  
"
5.0 out of 5 stars,"









  
  
    
  I was unsure of how much better it would be than the Xbox One s, but after using it for a few weeks I can confidently say that it is worth investing in.

  
"
5.0 out of 5 stars,"









  
  
    
  I bought this for my nephew for Christmas to upgrade from his current X Box One console. He had me watch him play and I can honestly say that I even notice the increase in speed and the better graphics on this console. The download speeds for games are also much faster than on his X Box One!  He loves it so far!

  
"
1.0 out of 5 stars,"









  
  
    
  I received my new Xbox One X today but it was missing the power cord! What good is a $500 plus console if you can't turn it on??? Rating 1 star unless they send me a power cord.

  
"
5.0 out of 5 stars,"









  
  
    
  Worth it if you have a 4k tv with HDR

  
"
5.0 out of 5 stars,"









  
  
    
  Best console I’ve ever owned. 4K looks amazing and games run smoothly with plenty of power to spare. Would recommend to anyone!

  
"
5.0 out of 5 stars,"









  
  
    
  New Xbox One X came earlier than expected and was as described. Great job and great price!

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing product! Foresee many years of use from it!

  
"
5.0 out of 5 stars,"









  
  
    
  nice

  
"
5.0 out of 5 stars,"









  
  
    
  delivers as advertised. 4k is stunning!

  
"
1.0 out of 5 stars,"









  
  
    
  Worked two weeks then shut down. Took it to a company that fixes them and they can't even find the issue. Do NOT buy!

  
"
5.0 out of 5 stars,"









  
  
    
  The grandkids love it !

  
"
5.0 out of 5 stars,"









  
  
    
  Love it! Big upgrade from the normal X One.

  
"
1.0 out of 5 stars,"









  
  
    
  Started turning off after a few months of light use. Seller won’t pickup phone or answer phone. Such a waste.

  
"
5.0 out of 5 stars,"









  
  
    
  I love my new xbox one x. I had my day one xbox one since launch & needed an Upgrade. I'm very satisfied.

  
"
5.0 out of 5 stars,"









  
  
    
  Very good System Pain in the butt to make sure all the bells and whistles are turned on your TV and A/V receiver to make sure you get the full affect from the system.Had issues with my Samsung TV till I watched a YouTube video that shows how to enable the UHD correctly, Then my Yamaha receiver wasn't working correctly with the 4k until I read an website that told me how to get into the advance setup.Make sure you go into the Setting on the Xbox to make sure its correctly working. In the Audio/video setting and advance!Need Help with your A/V?? Hit me up in the comments below maybe I can help?

  
"
1.0 out of 5 stars,"









  
  
    
  Worst console I’ve owned. I’ve had all the xboxes and for some reason this one will not stay connected to Internet. It kicks me off at the end of a match/game every time know matter how good the ping is. Maybe I just have a bad one but who knows

  
"
1.0 out of 5 stars,"









  
  
    
  It’s refurbished!

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome console for high quality home theaters, but with huge updates to download.  I have all the consoles, used to be a PC game, and actually already owned a XBOX ONE.  I purchased this as an entry into 4k.  My primary gaming setup is a basement home theater a 1080 projector, 4k projectors are still way to expensive, but I was willing to buy a 4k TV for the living room.  I purchased the XB1X console in conjunction with a 65 inch Sony 4k HDR capable television.  This console is also plugged into a high quality receiver and speaker system.  I have 6 games that are enhanced for the console and they are really amazing in action.  You can't appreciate the improvement until you see it live in 4k with HDR, any online video in 1080 is not going to do it justice..  Forza 7 and Rise of the Tomb Raider are stand outs.  There is a very big difference between streaming 4k signals via netflix or youtube and a native 4k game or 4k blu ray disc.  Until this console was available I did not see a good reason to take the plunge.  If you want a next level experience and have the cash to burn it is a fun ride once the games are installed.This console exists side by side with the XB1 which is designed to run games in regular HD, so whenever you install a new game it has to download all the improved 4k textures and assets from the internet.  This can be significant, for example in the case of Forza 7, the update was 62GB.  Gone are the days when you can insert a game and just play, every one of the enhanced games I have played required a pretty significant update.  My internet speed is 100Mbs, some of these updates basically needed most of the a night to download.  The downloads will continue when your console is on stand by, so you pop the game in, get the download going and walk away.  You can't just pop a disc in and play.  This may not always be the case, it is possible future releases could include the 4k assets on disc, but for now it is the reality.I am curious to see how this console evolves in the future.  During the run up to release a lot was made of its VR capabilities, but MS has gone silent on that.  I don't know if there is a pending announcement, but it is something I will like to try out, so hopefully it comes back.  There is also an opportunity to push this console beyond what could be supported by the regular XB1 console, so I am not sure how that will play out.  Will there be a new XB console released when the Playstation 5 comes out?  There are certainly some open questions regarding the future.  In the meantime if you want the best experience outside of a custom PC gaming rig, the XB1X is the best available option right now.  If you have a great display and sound system, you finally have a simple device that can pump native 4k content through your system.

  
"
3.0 out of 5 stars,"









  
  
    
  Works great. Only issue I had is that I bought as a gift. I wasn't informed that it was previously played and the box was destroyed.

  
"
5.0 out of 5 stars,"









  
  
    
  Longtime xbox fan here. Still have working xbox360 and xbox one. Hoping this does as well. Might biy another!

  
"
5.0 out of 5 stars,"









  
  
    
  Had it for 2 and a half years now no problems and still runs great

  
"
5.0 out of 5 stars,"









  
  
    
  Love this console... It's a beast and works very well.

  
"
5.0 out of 5 stars,"









  
  
    
  It’s super fast and it’s the new lastest and greatest. I bought this to upgrade my day one release Xbox one. This Xbox is smaller but heavier than the old Xbox. Speeds are crazy fast, here is the thing tho. I don’t have a 4K tv but will in the future, and bought this system knowing that. But if you don’t have a 4K or plan on buying a 4K then stick with the Xbox S. Most people will not see a difference on a non 4K tv. If your not planning to upgrade the tv then save you money.  If you have or planning to get a 4K, then go for it, this thing has crazy graphics. Hope this helps

  
"
5.0 out of 5 stars,"









  
  
    
  My son loves it!

  
"
5.0 out of 5 stars,"









  
  
    
  Fast shipping, 4K graphics, and 60fps. What’s not to like.

  
"
5.0 out of 5 stars,"









  
  
    
  Honestly this is hands down the best deal out there

  
"
5.0 out of 5 stars,"









  
  
    
  Loads much faster than the original Xbox 1

  
"
5.0 out of 5 stars,"









  
  
    
  I love this console! Very well built. The only thing I don't like so much is the user interface.

  
"
5.0 out of 5 stars,"









  
  
    
  Totally worth it.

  
"
5.0 out of 5 stars,"









  
  
    
  I love how you put in a Crayola box so nobody seen my Xbox on my porch thank you. Fast shipping got one day early, brand new condition with all accessories. Thank you.

  
"
