stars,comment
5.0 out of 5 stars,"









  
  
    
  If you are able to get your hands on the xbox it is a great system. very quick on every aspect although if you do not have a TV that can support it, you will not be able to experience the full range of the xbox. 4k at 120 fps is the optimal performance that the xbox can currently be used at. My tv has the ability for this although it does not have the proper HDMI port of 2.1. MY tv has 2.0 which can only support 4k at 60 fps or 2048 at 120 fps. so this is something to pay attention too!

  
"
5.0 out of 5 stars,"









  
  
    
  A great purchase!This machine is super fast and quite. The games look fantastic. Setup was a breeze with the xbox app. Gamepass is amazing with a large variety of games.  Love the look of this machine. Zero issues with the system. Very impressed and can't think of a negative.

  
"
5.0 out of 5 stars,"









  
  
    
  First of all I'm so happy I was sable to secure one of these. Anyways when you think next gen console this it. Loading times are way faster then my old xbox one and games look fantastic on my 4k monitor.

  
"
5.0 out of 5 stars,"









  
  
    
  No issues getting my new console through amazon. It was a bit delayed as I bought mine on launch day but only by a week. Great new console with amazing specs. The processing speed alone was worth the switch for me.

  
"
5.0 out of 5 stars,"









  
  
    
  This is by far the best Xbox.I came from a One X, and the Series X loads so much faster and runs smoothly.Gaming at 4K 120fps is amazing!

  
"
4.0 out of 5 stars,"









  
  
    
  Likes - speed and quality of video on all games.Dislikes - irregular shape makes installation into rack a nightmare.Controller should come with a rechargeable batteries - a cheap out!Console vent is always exhausting very hot air. Expected more games to be backwards compatible.

  
"
5.0 out of 5 stars,"









  
  
    
  The best console ever! I’m an Xbox player since the first one came out and got pretty much all of them on release day! The XSX is by far the best one, looking really nice and performing beyond expectations!

  
"
5.0 out of 5 stars,"









  
  
    
  Absolutely loving the Series X. Upgrading from a Xbox One S and the differences in graphics and performance are really noticeable. Games run really smooth and look a 100x better than previous gen. Quick resume is one of the best features where you can have multiple games open and swap between them without loading in.

  
"
5.0 out of 5 stars,"









  
  
    
  Device ordered is exactly as expected, however packaging was a little lacking.  The Xbox was moving inside the shipping box as filler was only placed on one side of the box.

  
"
5.0 out of 5 stars,"









  
  
    
  Starts up instantly, plays games in 4k HDR up to 120 fps with Dolby Atmos, and does so for hours on end in complete silence... this is an amazing box.

  
"
5.0 out of 5 stars,"









  
  
    
  Really glad I was able to snag one for myself before the bots got them all. It's an amazing piece of technology and I'm enjoying gaming on it.

  
"
5.0 out of 5 stars,"









  
  
    
  Powerful system.  New hard drive makes games load very quickly.  Can do 4k HDR without breaking a sweat

  
"
1.0 out of 5 stars,"









  
  
    
  The Machine was too hot and makes the room so hot

  
"
5.0 out of 5 stars,"









  
  
    
  I was lucky enough to acquire an Xbox Series X on release day off of Amazon. And I must say I have been thoroughly delighted. The speeds are absolutely incredible and the menu is snappy and instant. Using my Xbox one s now feels ancient and I couldn’t be more happy. Exclusives don’t mean everything folks!

  
"
5.0 out of 5 stars,"









  
  
    
  Loving the Xbox Series X, all my games load so fast, everything plays smoothly, and it’s so quiet. Love it so much.

  
"
1.0 out of 5 stars,"









  
  
    
  Gotta say i was very exicited to receive it... but its keeps crashing down... cant even play call of duty cold war campaign without the xbox to close by itself!!! Terrible launch Microsoft...

  
"
5.0 out of 5 stars,"









  
  
    
  It's an Xbox! Just like the one I was using every day before I got this one! But better! Like, way better! I'm honestly still just thrilled to have gotten one. It shipped to me in like three days and now I'm in the next gen. Not much more to say than ""bring on the new games!""

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing product, did you know you can float a ping pong ball while you are gaming. A fun thing to do. Works as a mini heater too great for feet warming. Just glad that it was super easy to order

  
"
4.0 out of 5 stars,"









  
  
    
  You get what you pay for. Such a great looking product and the spec upgrades from previous years is very evident. Gameplay has never been better!

  
"
5.0 out of 5 stars,"









  
  
    
  I use mine on its side.  Been playing Xbox since the original.  Super responsive.

  
"
1.0 out of 5 stars,"








  
  Your browser does not support HTML5 video.










  
  
    
   Well, the title says it all... Hard shutdown while I'm in the middle of playing a game. Over and over again!

  
"
5.0 out of 5 stars,"









  
  
    
  I love that it came in perfect condition and the best console I ever had.

  
"
5.0 out of 5 stars,"









  
  
    
  Looks great, runs quietly, games look amazing and load extremely quickly, controller is very comfortable even with large hands.

  
"
1.0 out of 5 stars,"









  
  
    
  the controller was broken in a week , from the first time using the xbox it turn off by it self in the middle of the games .. making my kid angry and my husband too

  
"
5.0 out of 5 stars,"









  
  
    
  Just had mine delivered today, setup was easy. I have been playing AC valhalla on my one x until this one arrived. And the difference is night and day, truly stunning.

  
"
5.0 out of 5 stars,"









  
    
  Rapide comme l’éclair, compatible avec tous mes jeux, tien 5 étoile pleinement méritée

  
  
"
5.0 out of 5 stars,"









  
  
    
  When you can load fast travel times in assaisns creed in roughly 5 seconds compared to over 50, life is good

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent system. I have always owned PS, however made the switch to play with my kids as they have Xbox. Game pass ultimate provides a large library to play. Highly recommend!

  
"
5.0 out of 5 stars,"









  
  
    
  Upgraded from X1X. It's really fast. Just needs more games now.Amazon shipped within a day. Some other vendors may take weeks.

  
"
5.0 out of 5 stars,"









  
  
    
  Grate product its really the best Xbox since the 360. The Backwards compatibility makes every penny worth it. And what's coming next for the console will be better.

  
"
5.0 out of 5 stars,"









  
  
    
  Good product like always.

  
"
5.0 out of 5 stars,"









  
    
  Très rapide et puissante

  
  
"
5.0 out of 5 stars,"









  
  
    
  The delivery was pretty fast. The console was easy to install and configure. Works perfectly so far.

  
"
5.0 out of 5 stars,"









  
  
    
  Super fast loading, controller feels great and GamePass Ultimate is an amazing value

  
"
5.0 out of 5 stars,"









  
  
    
  I was impressed that my tv didn't have as good video quality as the xbox. Looks amazing guess I'm getting a new TV now.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought it for a friend and he loves it! Came sealed so pretty happy about that. So far no issues and everything is alright :)

  
"
5.0 out of 5 stars,"









  
  
    
  For reference in size, this is my Xbox series X beside my Razer Nommo Pro Sub. Excellent console. Very fast. 10/10.

  
"
5.0 out of 5 stars,"









  
  
    
  Really enjoying the Series X!

  
"
2.0 out of 5 stars,"









  
    
  La console s'éteint régulièrement sans raison avec plusieurs jeux différents. Très décevant pour une console de ce prix.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Bought just to play Gears 5

  
"
5.0 out of 5 stars,"









  
  
    
  I’ve had the Series X for about a month now and its been working great, the only downside is that its a big console.

  
"
5.0 out of 5 stars,"









  
    
  J'aime beaucoup mon achat !

  
  
"
5.0 out of 5 stars,"









  
  
    
  Crisp 4K HDR @ 120hz Refresh Rate, ultra low latency. This is the future of Console Gaming.

  
"
4.0 out of 5 stars,"









  
  
    
  The controller can be improved. Overall great console.Havent tried the new Ps5 yet.

  
"
5.0 out of 5 stars,"









  
  
    
  what more can you sa, this is a beast

  
"
5.0 out of 5 stars,"









  
  
    
  Best console hands down

  
"
4.0 out of 5 stars,"









  
  
    
  Not a huge upgrade from the previous gen. Currently not too many next gen games out right now.

  
"
3.0 out of 5 stars,"









  
    
  La livraison était impeccable, mais mon produit bug...

  
  
"
5.0 out of 5 stars,"









  
  
    
  Buckle up buckaroo! She'll get cha into a game with the bois faster then you can grab a beer!

  
"
5.0 out of 5 stars,"









  
  
    
  Thanks so much Prime

  
"
5.0 out of 5 stars,"









  
  
    
  If I had to describe this product...""Welcome to the future.""

  
"
5.0 out of 5 stars,"









  
    
  La meilleure console du marché!!!

  
  
"
5.0 out of 5 stars,"









  
  
    
  Loads games faster.  Easier to have short play sessions.  Wish I had a HDR tv to see howbtaht looks.

  
"
5.0 out of 5 stars,"









  
  
    
  Load times are super fast, graphics and ray tracing are really nice on Series X enhanced games

  
"
5.0 out of 5 stars,"









  
  
    
  Best Xbox console to date.  Microsoft did an amazing job.  Good console for the whole family.

  
"
5.0 out of 5 stars,"









  
  
    
  Super stoked to get this as they were hard to secure. Came shipped fast A1

  
"
5.0 out of 5 stars,"









  
  
    
  Really good product, happy owner of the console and looking forward to buying the next one

  
"
2.0 out of 5 stars,"









  
  
    
  Has potential but is not a buy now console

  
"
5.0 out of 5 stars,"









  
  
    
  Xbox was exactly has advertised.

  
"
5.0 out of 5 stars,"









  
  
    
  Beast, I love it

  
"
5.0 out of 5 stars,"









  
  
    
  Love it, updates and patches will make it even more awesome within a year

  
"
5.0 out of 5 stars,"









  
  
    
  No issues so far and Gamepass is a MUST. Loving it.

  
"
5.0 out of 5 stars,"









  
  
    
  Got my Xbox a few days after launch and have had no complaints so far! Love the speed and quick resume feature. My TV also supports 4K and 120hz so games look amazing on it.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought this new console for my little brother for his birthday.He loves spending time playing on the tv.We still have to buy more games, that is family friendly so my sisters can play too.Lovely product great right out the box

  
"
5.0 out of 5 stars,"









  
  
    
  No new games but the system is very fast makes my older games fun to play again. Doesn’t feel like a next generation yet but knew that going in I have no regrets.

  
"
5.0 out of 5 stars,"









  
  
    
  Glad Amazon came through with the series x (only one day after launch). What a powerful system! Nothing but a great experience using this thing so far. Extremely quiet, low heat output and lightning fast. Looks great too!

  
"
5.0 out of 5 stars,"









  
  
    
  Thanks for Amazon to have those available. This is the super next gen console. Really enjoy it !

  
"
5.0 out of 5 stars,"









  
  
    
  I was very lucky , could snap one right on the day and its work perfectly for me cant wait for halo

  
"
5.0 out of 5 stars,"









  
  
    
  From the packaging to the weight of the console, you can tell your getting an exceptional piece of machinery.  Amazing console!

  
"
5.0 out of 5 stars,"









  
    
  Une console merveilleuse , silencieuse et fonctionne très bien pour le moment . Je n'ai eu aucun problème avec aucun jeu . Le temps de chargement courts font tellement de bien !!

  
  
"
5.0 out of 5 stars,"









  
  
    
  Super Fast, Super Quiet and runs games like a dream.

  
"
5.0 out of 5 stars,"









  
  
    
  Came very quickly - cousin will love it for Xmas 😊

  
"
5.0 out of 5 stars,"









  
  
    
  Exactly as described!

  
"
5.0 out of 5 stars,"









  
  
    
  I haven't had any problems with my yet what a great system

  
"
5.0 out of 5 stars,"









  
  
    
  Was a huge upgrade from my original xbox one. 👍

  
"
5.0 out of 5 stars,"









  
  
    
  I love my Xbox series x

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  The product was delivered on time and works perfectly

  
"
5.0 out of 5 stars,"









  
  
    
  Great product

  
"
5.0 out of 5 stars,"









  
  
    
  Incredible, what an upgrade, it’s amazing

  
"
5.0 out of 5 stars,"









  
    
  XBOX SERIES X  MAGNIFIQUE très bonne console

  
  
"
5.0 out of 5 stars,"









  
  
    
  Weird shape but works great!

  
"
3.0 out of 5 stars,"









  
  
    
  Lack of game option right now. The control is kinda basic.

  
"
5.0 out of 5 stars,"









  
  
    
  Load very fast and 120hz work nice

  
"
5.0 out of 5 stars,"









  
  
    
  Have both ps5 and series X and prefer playing on series X

  
"
5.0 out of 5 stars,"









  
    
  Excellente condition ! Tres satisfait et livraison rapide

  
  
"
4.0 out of 5 stars,"









  
  
    
  Delivered on time, happy with it

  
"
5.0 out of 5 stars,"









  
  
    
  Extremely fast and works great!

  
"
5.0 out of 5 stars,"









  
    
  C’est une xbox series X et fait pour avoir du fun 🤣🤣

  
  
"
5.0 out of 5 stars,"









  
  
    
  Love it colour is awesomeWhisper quite and fast

  
"
5.0 out of 5 stars,"









  
  
    
  Great console. Gamepass worth the value. Get forza 4 horizon.

  
"
5.0 out of 5 stars,"









  
  
    
  A+

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Insane

  
"
5.0 out of 5 stars,"









  
  
    
  nice

  
"
5.0 out of 5 stars,"









  
  
    
  amazing product

  
"
5.0 out of 5 stars,"









  
    
  Sur la grosse coche

  
  
"
4.0 out of 5 stars,"









  
  
    
  Good so far

  
"
5.0 out of 5 stars,"









  
  
    
  Works great

  
"
5.0 out of 5 stars,"









  
  
    
  N1

  
"
5.0 out of 5 stars,"









  
  
    
  Must Buy

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect

  
"
1.0 out of 5 stars,"









  
  
    
  It overheats

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing for a consol and the price

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived fast and came in perfect condition

  
"
5.0 out of 5 stars,"









  
  
    
  Super happy with my purchase!

  
"
5.0 out of 5 stars,"









  
  
    
  Best System.

  
"
5.0 out of 5 stars,"









  
  
    
  Really loving the Series-X so far!

  
"
5.0 out of 5 stars,"









  
  
    
  Huge, quite and awesome 👌

  
"
5.0 out of 5 stars,"









  
  
    
  Best console ever!

  
"
5.0 out of 5 stars,"









  
  
    
  Wow

  
"
5.0 out of 5 stars,"









  
  
    
  Love it!!

  
"
5.0 out of 5 stars,"









  
  
    
  BEST NEXT GEN CONSOLE!!!!!

  
"
4.0 out of 5 stars,"









  
    
  L’appareil était en bon était et fonctionne bien malgré avoir été expédié directement dans sa boîte d’origine qui est arrivée pleine de bosses et d’égratignures.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Best console ever !

  
"
5.0 out of 5 stars,"









  
  
    
  This will be the home for 3rd party and Microsoft games. Its a beast of a machine.

  
"
5.0 out of 5 stars,"









  
    
  Très satisfait

  
  
"
5.0 out of 5 stars,"









  
  
    
  Next gen console. Great

  
"
5.0 out of 5 stars,"









  
  
    
  What can I say. It’s Series X! It’s awesome!

  
"
5.0 out of 5 stars,"









  
  
    
  Xbox Series X is a great console! Super fast, a clean minimal look and a ton of games to play, especially the classics. Worth every penny!

  
"
5.0 out of 5 stars,"









  
  
    
  Lucky to get one of Amazon they were sold out everywhere else.

  
"
4.0 out of 5 stars,"









  
  
    
  Amazon was great for providing the console and I give this a 4 star because I have noticed the fan make a loud noise but it has gone away.

  
"
